Fecha,Delegaci¢n,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Contra la integrida corporal,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2008-11,COAHUILA,05,0,0,0,5,0,16,9,2,3,20,0,1,6,11,0,1,1,3,0,4,19
2008-11,COLIMA,06,0,0,0,9,1,62,3,0,2,10,3,4,0,11,0,0,0,3,0,0,11
2008-11,CHIAPAS,07,0,0,0,7,0,22,8,0,11,20,8,0,2,36,13,0,1,5,6,0,24
2008-11,CHIHUAHUA,08,2,13,0,1,1,69,22,3,6,34,6,0,17,39,1,1,3,0,8,1,46
2008-11,DISTRITO FEDERAL,09,0,0,0,3,0,106,482,185,15,440,0,9,57,110,3,20,7,46,34,12,377
2008-11,DURANGO,10,0,4,0,14,1,17,32,0,1,11,2,1,4,37,0,1,4,2,0,0,20
2008-11,GUANAJUATO,11,3,0,0,17,2,95,246,11,4,42,0,2,2,73,1,5,0,11,9,0,35
2008-11,GUERRERO,12,0,5,0,24,0,66,6,0,2,23,8,0,5,65,0,13,0,1,6,12,13
2008-11,HIDALGO,13,0,0,0,29,1,2,7,0,5,38,0,0,1,23,0,1,0,11,5,4,22
2008-11,JALISCO,14,3,1,0,62,0,907,70,19,12,53,3,5,10,88,2,6,1,17,0,2,58
2008-11,MêXICO,15,0,0,0,9,1,54,14,7,4,127,5,10,9,80,1,9,1,5,9,5,66
2008-11,MICHOACµN,16,0,0,3,28,0,23,62,0,2,10,16,1,0,52,0,11,1,4,5,0,40
2008-11,MORELOS,17,0,0,1,14,0,50,0,1,0,22,1,1,0,21,0,0,0,4,0,0,14
2008-11,NAYARIT,18,2,0,0,9,1,16,16,0,2,3,1,4,2,21,0,6,0,6,0,0,12
2008-11,NUEVO LE‡N,19,0,0,0,0,0,208,4,6,0,19,0,2,1,20,2,2,0,0,0,1,35
2008-11,OAXACA,20,0,1,0,9,0,8,16,3,0,5,3,0,4,59,2,1,0,1,5,0,24
2008-11,PUEBLA,21,1,2,0,3,0,25,3,1,7,19,2,2,0,34,2,9,0,7,7,0,30
2008-11,QUERêTARO,22,0,0,0,12,0,21,2,0,1,8,1,4,3,24,0,7,0,4,0,0,11
2008-11,QUINTANA ROO,23,0,0,0,18,0,64,18,0,1,22,3,0,2,10,1,1,0,3,6,4,21
2008-11,SAN LUIS POTOS÷,24,0,0,0,10,0,29,2,2,3,25,1,1,4,27,0,4,0,0,0,0,5
2008-11,SINALOA,25,2,8,1,22,2,136,13,2,3,24,2,2,4,84,1,18,2,10,0,1,31
2008-11,SONORA,26,1,8,2,10,0,220,35,5,26,50,4,0,7,66,37,8,3,1,6,0,36
2008-11,TABASCO,27,0,0,0,7,0,30,0,2,4,8,1,1,3,9,3,1,2,0,5,0,9
2008-11,TAMAULIPAS,28,0,0,0,9,0,141,2,2,6,20,0,0,12,55,4,1,0,2,8,1,60
2008-11,TLAXCALA,29,0,0,0,4,0,9,1,1,4,4,0,0,2,12,0,4,0,5,0,0,4
2008-11,VERACRUZ,30,0,0,1,15,0,44,7,3,12,85,7,1,11,33,3,4,4,8,0,1,54
2008-11,YUCATµN,31,0,0,0,0,0,20,10,2,3,13,3,0,2,7,0,3,1,4,0,1,6
2008-11,ZACATECAS,32,0,0,0,13,0,12,87,0,2,4,0,0,0,77,0,9,0,8,7,0,62
2008-12,AGUASCALIENTES,01,0,0,0,0,0,25,0,0,1,3,3,0,1,8,0,0,0,0,2,1,7
2008-12,BAJA CALIFORNIA,02,1,0,1,9,0,655,18,8,8,137,3,0,6,147,34,2,2,3,8,0,81
2008-12,BAJA CALIFORNIA SUR,03,1,2,0,2,2,68,17,0,1,11,1,1,1,9,0,0,0,0,0,0,11
2008-12,CAMPECHE,04,0,1,0,7,1,24,3,0,0,2,4,1,1,7,0,0,0,0,2,0,5
2008-12,COAHUILA,05,0,0,0,3,0,8,6,1,7,20,1,0,1,14,0,3,1,5,2,2,10
2008-12,COLIMA,06,0,0,0,8,0,40,5,1,2,7,1,3,1,17,0,1,0,0,0,0,8
2008-12,CHIAPAS,07,0,0,0,10,0,33,7,0,2,24,2,0,3,34,9,2,0,5,0,1,17
2008-12,CHIHUAHUA,08,0,6,3,3,0,60,22,4,9,39,18,3,23,39,0,1,0,1,3,0,35
2008-12,DISTRITO FEDERAL,09,0,0,0,24,0,115,505,125,21,309,10,12,66,100,2,5,5,69,26,8,231
2008-12,DURANGO,10,0,1,0,8,1,10,13,0,6,22,1,0,2,29,1,2,1,1,4,0,24
2008-12,GUANAJUATO,11,0,0,0,6,1,127,642,17,4,32,1,0,0,79,1,14,0,4,4,0,34
2008-12,GUERRERO,12,0,2,0,30,0,46,9,0,2,32,2,0,7,69,0,5,0,2,6,2,11
2008-12,HIDALGO,13,0,1,0,7,0,2,1,0,1,19,5,0,1,15,1,8,1,7,2,4,20
2008-12,JALISCO,14,0,0,0,70,0,840,52,3,2,31,1,8,4,95,1,2,1,19,2,2,30
2008-12,MêXICO,15,1,1,0,9,2,64,9,7,3,127,0,2,4,61,0,8,1,2,12,2,48
2008-12,MICHOACµN,16,0,0,2,5,1,45,33,0,1,7,5,1,4,61,0,7,1,2,5,0,32
2008-12,MORELOS,17,0,1,0,10,0,73,1,2,1,13,3,0,6,15,0,2,0,8,2,0,19
2008-12,NAYARIT,18,0,0,0,4,0,25,7,0,6,5,3,0,2,12,0,2,0,3,4,0,15
2008-12,NUEVO LE‡N,19,0,0,0,0,0,284,6,17,1,50,3,5,3,23,0,2,3,13,0,1,88
2008-12,OAXACA,20,0,2,0,15,0,16,27,3,2,10,3,1,7,65,1,6,0,3,6,0,13
2008-12,PUEBLA,21,0,0,0,4,0,27,5,1,1,12,1,2,2,33,0,2,2,3,4,0,13
2008-12,QUERêTARO,22,0,0,0,7,1,22,1,0,0,10,0,1,1,23,0,0,0,1,0,1,7
2008-12,QUINTANA ROO,23,0,0,1,1,0,58,4,1,0,17,2,0,5,14,0,1,0,0,2,2,26
2008-12,SAN LUIS POTOS÷,24,0,1,0,1,0,16,2,1,5,23,1,0,2,30,0,2,0,1,3,2,9
2008-12,SINALOA,25,0,3,0,18,0,150,15,2,1,19,4,1,4,89,0,6,1,1,0,0,29
2008-12,SONORA,26,0,7,1,24,0,209,45,2,11,37,3,1,8,112,10,8,3,4,3,0,47
2008-12,TABASCO,27,0,0,0,4,1,10,0,1,1,7,0,1,1,13,2,0,1,0,0,0,9
2008-12,TAMAULIPAS,28,0,0,0,2,0,102,1,7,9,20,1,2,4,56,3,1,0,1,9,2,32
2008-12,TLAXCALA,29,0,0,0,1,0,11,0,0,3,3,4,0,0,11,0,3,0,2,0,0,8
2008-12,VERACRUZ,30,0,0,0,13,0,27,8,0,3,40,6,0,4,36,2,4,1,2,4,1,21
2008-12,YUCATµN,31,0,0,0,0,0,19,4,0,2,9,4,2,1,5,0,2,1,1,2,0,2
2008-12,ZACATECAS,32,0,0,0,19,0,6,90,0,4,10,1,0,1,100,0,2,0,1,0,5,107
2009-01,AGUASCALIENTES,01,0,0,0,0,0,17,0,0,1,3,0,1,1,8,1,1,0,1,2,0,4
2009-01,BAJA CALIFORNIA,02,1,1,0,28,0,632,5,11,22,95,0,1,1,107,36,2,0,4,9,0,58
2009-01,BAJA CALIFORNIA SUR,03,0,4,0,2,1,54,17,1,1,7,1,0,0,11,0,0,0,2,0,0,17
2009-01,CAMPECHE,04,0,0,0,17,1,11,1,0,1,8,5,0,1,5,2,0,0,5,0,0,6
2009-01,COAHUILA,05,0,0,0,0,0,16,14,0,2,19,1,0,8,15,0,2,0,2,3,0,19
2009-01,COLIMA,06,1,0,0,13,0,49,4,0,0,4,0,0,4,20,0,0,0,5,0,1,14
2009-01,CHIAPAS,07,0,0,0,13,0,42,6,0,3,12,9,2,9,34,14,4,0,6,0,0,19
2009-01,CHIHUAHUA,08,1,12,1,0,1,82,32,10,11,52,8,0,22,72,1,5,7,2,0,0,60
2009-01,DISTRITO FEDERAL,09,0,0,0,20,0,135,726,37,14,219,4,5,40,110,4,7,1,35,31,11,134
2009-01,DURANGO,10,0,0,0,12,0,8,10,0,0,8,1,0,1,28,0,1,0,0,4,2,18
2009-01,GUANAJUATO,11,0,1,0,6,0,101,597,17,2,26,0,5,2,70,1,7,0,5,6,0,39
2009-01,GUERRERO,12,0,6,0,26,0,82,7,0,1,6,6,0,13,76,0,4,1,0,10,0,14
2009-01,HIDALGO,13,0,1,0,12,0,7,3,0,3,46,1,5,2,22,1,12,0,8,2,4,32
2009-01,JALISCO,14,1,2,1,78,1,"1,021",140,18,5,82,7,25,18,145,0,6,2,11,0,4,53
2009-01,MêXICO,15,0,0,0,8,3,90,7,12,6,192,4,8,12,79,0,6,1,8,10,3,141
2009-01,MICHOACµN,16,0,0,4,0,0,24,60,0,0,6,5,0,3,67,1,1,0,1,6,0,41
2009-01,MORELOS,17,0,0,0,6,1,52,1,1,0,10,0,0,1,15,1,2,0,4,3,0,12
2009-01,NAYARIT,18,0,0,0,8,0,41,19,0,0,1,2,0,1,13,0,3,0,5,0,1,2
2009-01,NUEVO LE‡N,19,0,0,0,0,0,183,2,5,2,15,0,5,3,21,1,1,0,4,4,1,33
2009-01,OAXACA,20,0,2,0,6,1,13,30,0,1,10,5,0,9,59,0,7,0,7,2,0,12
2009-01,PUEBLA,21,0,0,0,5,0,26,3,2,1,16,2,2,2,47,2,10,0,3,0,0,19
2009-01,QUERêTARO,22,0,1,0,11,0,44,1,0,3,16,1,2,1,30,1,0,0,1,3,0,12
2009-01,QUINTANA ROO,23,0,0,3,5,1,71,7,1,0,10,2,0,1,13,1,1,0,1,0,1,10
2009-01,SAN LUIS POTOS÷,24,0,0,0,1,0,36,2,0,3,8,4,0,2,18,0,0,0,0,5,0,11
2009-01,SINALOA,25,1,2,0,9,1,181,19,3,21,22,10,0,5,92,0,5,2,3,2,1,43
2009-01,SONORA,26,0,16,0,16,1,255,49,3,20,46,4,0,7,80,51,4,1,3,4,0,39
2009-01,TABASCO,27,0,0,0,9,0,14,0,1,0,10,0,0,0,6,3,0,2,6,0,1,22
2009-01,TAMAULIPAS,28,0,0,0,0,0,135,2,0,5,20,1,0,2,37,4,3,0,4,6,2,50
2009-01,TLAXCALA,29,0,0,0,4,0,18,0,0,1,2,5,0,3,11,0,2,0,2,0,0,13
2009-01,VERACRUZ,30,0,0,0,30,0,40,10,0,6,74,3,0,8,43,6,4,1,13,1,1,49
2009-01,YUCATµN,31,0,0,0,0,0,37,5,3,0,10,0,2,5,4,0,13,0,1,0,0,4
2009-01,ZACATECAS,32,1,2,1,26,0,2,65,0,0,8,0,0,0,45,0,6,0,1,1,0,52
2009-02,AGUASCALIENTES,01,0,0,0,0,0,36,4,0,1,3,0,1,6,6,0,0,0,1,1,0,4
2009-02,BAJA CALIFORNIA,02,0,1,0,38,0,610,9,11,14,127,6,3,5,97,33,0,2,1,5,0,73
2009-02,BAJA CALIFORNIA SUR,03,0,1,0,4,2,49,11,0,1,5,7,0,0,6,0,0,0,3,0,0,8
2009-02,CAMPECHE,04,0,2,0,18,0,15,0,1,1,11,3,1,1,4,2,0,0,1,0,0,2
2009-02,COAHUILA,05,0,0,0,0,0,21,7,1,6,33,0,0,6,15,0,8,2,5,1,0,22
2009-02,COLIMA,06,0,0,0,7,0,49,4,1,0,7,2,0,1,7,0,1,1,2,0,0,9
2009-02,CHIAPAS,07,0,2,0,15,1,28,8,2,5,18,7,3,2,43,15,1,0,6,1,0,21
2009-02,CHIHUAHUA,08,1,7,2,1,0,67,51,3,13,45,2,2,10,65,0,3,3,1,2,6,74
2009-02,DISTRITO FEDERAL,09,0,0,1,7,0,145,764,190,22,483,4,17,72,163,6,8,3,62,34,21,264
2009-02,DURANGO,10,0,0,0,6,0,13,13,0,2,11,1,2,5,66,0,0,1,3,2,1,8
2009-02,GUANAJUATO,11,0,0,0,8,0,122,478,13,2,22,0,0,2,70,0,9,0,14,2,0,47
2009-02,GUERRERO,12,0,10,0,57,0,55,6,0,7,11,6,1,8,69,0,3,0,4,6,34,17
2009-02,HIDALGO,13,0,0,0,19,1,9,8,0,12,32,4,3,2,29,0,2,0,5,1,1,18
2009-02,JALISCO,14,0,3,1,72,0,935,156,11,13,62,4,7,12,114,0,7,1,20,1,3,60
2009-02,MêXICO,15,0,0,0,12,3,115,20,18,13,137,4,4,8,80,0,5,1,14,9,0,85
2009-02,MICHOACµN,16,1,0,3,3,0,73,31,0,5,8,8,3,6,54,0,0,1,3,7,2,31
2009-02,MORELOS,17,0,0,0,13,0,49,0,1,0,19,3,0,2,22,0,4,0,4,2,0,17
2009-02,NAYARIT,18,0,0,0,4,0,31,16,0,5,10,4,4,4,17,0,3,2,4,0,2,14
2009-02,NUEVO LE‡N,19,0,0,0,0,0,144,9,3,0,7,2,0,2,25,3,1,0,9,3,2,39
2009-02,OAXACA,20,0,2,0,12,0,12,37,3,0,12,9,0,3,72,1,9,0,4,1,1,19
2009-02,PUEBLA,21,0,0,0,4,0,30,2,3,4,16,3,1,2,33,3,12,0,9,1,6,25
2009-02,QUERêTARO,22,0,0,0,15,0,35,1,1,6,5,0,2,0,27,0,2,0,0,2,1,9
2009-02,QUINTANA ROO,23,0,0,1,0,0,34,24,0,2,18,2,1,7,5,0,1,0,1,2,3,13
2009-02,SAN LUIS POTOS÷,24,0,1,0,3,0,19,2,2,13,25,1,0,4,21,0,1,0,3,1,0,5
2009-02,SINALOA,25,1,4,0,12,4,188,34,0,4,22,8,0,8,67,1,9,0,12,3,4,28
2009-02,SONORA,26,1,9,0,14,0,261,28,0,19,45,2,1,3,69,36,5,2,6,1,2,29
2009-02,TABASCO,27,0,0,0,10,0,6,1,0,2,12,1,1,0,8,1,1,0,0,1,2,23
2009-02,TAMAULIPAS,28,0,2,0,1,0,96,0,4,12,28,1,1,7,45,2,3,0,4,7,4,56
2009-02,TLAXCALA,29,0,0,0,0,0,11,1,0,7,9,2,0,2,5,2,0,0,4,0,2,15
2009-02,VERACRUZ,30,0,0,0,15,0,50,8,2,8,42,9,4,9,47,12,6,0,4,1,6,30
2009-02,YUCATµN,31,0,0,0,2,0,23,4,0,0,10,0,2,5,3,0,9,0,3,0,0,7
2009-02,ZACATECAS,32,0,0,0,3,0,4,25,0,1,10,0,1,0,12,1,1,2,0,0,5,4
2009-03,AGUASCALIENTES,01,0,0,0,0,0,38,1,0,1,6,0,0,0,13,0,2,0,0,3,0,5
2009-03,BAJA CALIFORNIA,02,0,0,0,41,1,914,13,4,12,123,5,0,5,108,50,1,1,1,8,0,85
2009-03,BAJA CALIFORNIA SUR,03,0,5,0,4,0,63,7,0,4,9,3,0,0,9,1,1,0,5,0,0,7
2009-03,CAMPECHE,04,0,1,0,11,0,14,2,0,1,10,5,3,1,7,3,0,0,2,0,0,8
2009-03,COAHUILA,05,0,0,0,4,0,18,7,1,8,13,0,0,2,30,0,2,3,7,4,1,21
2009-03,COLIMA,06,0,0,0,5,0,78,6,1,0,6,3,8,1,6,0,0,0,0,0,1,8
2009-03,CHIAPAS,07,0,0,0,23,1,33,12,0,3,17,15,3,6,42,15,2,0,7,3,14,22
2009-03,CHIHUAHUA,08,0,1,0,3,0,78,51,6,10,47,3,3,20,66,5,20,2,8,2,4,102
2009-03,DISTRITO FEDERAL,09,0,0,0,23,3,204,722,126,22,304,0,6,54,139,4,30,6,53,33,24,376
2009-03,DURANGO,10,1,0,0,2,0,20,10,0,1,7,1,0,7,40,1,3,0,1,4,1,34
2009-03,GUANAJUATO,11,10,0,0,11,1,615,56,21,7,30,0,6,0,78,5,11,0,11,5,1,30
2009-03,GUERRERO,12,0,12,0,16,0,74,4,0,4,14,2,1,5,60,0,2,0,7,8,1,12
2009-03,HIDALGO,13,0,1,0,7,1,14,11,0,6,100,2,0,0,29,1,3,2,11,2,2,27
2009-03,JALISCO,14,2,2,1,78,1,977,161,4,9,58,7,14,5,144,1,8,0,8,7,9,54
2009-03,MêXICO,15,0,0,1,13,1,165,20,14,3,274,1,4,7,80,2,2,1,19,12,3,99
2009-03,MICHOACµN,16,1,1,10,3,0,28,31,0,0,14,10,0,4,109,0,5,1,5,7,1,34
2009-03,MORELOS,17,2,2,0,7,1,56,2,2,2,10,1,0,5,25,0,3,0,3,1,0,21
2009-03,NAYARIT,18,0,0,0,8,0,27,11,1,2,1,4,3,4,17,0,0,0,5,0,0,16
2009-03,NUEVO LE‡N,19,0,0,0,0,0,138,0,4,1,17,3,3,11,22,0,1,0,14,2,1,18
2009-03,OAXACA,20,0,7,0,2,0,18,8,3,2,8,7,1,5,63,1,14,1,7,1,0,22
2009-03,PUEBLA,21,0,2,0,2,0,41,1,2,3,24,2,1,1,41,0,4,1,8,2,6,26
2009-03,QUERêTARO,22,0,0,0,8,1,36,1,1,1,23,0,0,1,26,1,1,0,2,1,1,11
2009-03,QUINTANA ROO,23,0,1,1,9,1,83,21,0,3,24,3,0,1,11,1,3,0,3,0,2,21
2009-03,SAN LUIS POTOS÷,24,0,6,0,9,4,29,1,1,8,14,1,0,1,19,0,0,0,1,2,1,11
2009-03,SINALOA,25,2,5,0,10,1,223,175,7,3,10,5,0,8,85,1,6,1,1,2,1,20
2009-03,SONORA,26,0,8,0,15,0,276,40,1,12,49,2,0,6,79,40,6,5,7,5,2,62
2009-03,TABASCO,27,0,2,0,11,0,16,2,0,4,10,0,0,3,8,0,0,0,0,0,1,23
2009-03,TAMAULIPAS,28,0,3,0,0,0,111,17,1,15,36,2,0,8,47,4,3,0,5,8,5,56
2009-03,TLAXCALA,29,0,0,0,1,0,4,0,0,0,5,6,3,1,11,0,3,0,2,1,0,12
2009-03,VERACRUZ,30,0,2,1,16,0,57,12,1,20,43,8,6,10,39,6,2,1,5,3,2,25
2009-03,YUCATµN,31,0,0,0,0,0,31,0,0,3,10,3,1,10,5,0,11,1,4,1,3,6
2009-03,ZACATECAS,32,0,0,0,0,0,5,13,0,0,10,0,0,0,9,0,7,1,0,1,0,9
2009-04,AGUASCALIENTES,01,0,0,0,0,0,35,3,0,2,7,0,0,2,4,0,2,0,3,1,0,7
2009-04,BAJA CALIFORNIA,02,0,0,0,76,0,813,7,5,12,87,8,0,8,112,35,0,3,7,9,0,67
2009-04,BAJA CALIFORNIA SUR,03,0,1,0,9,0,70,10,1,4,22,6,0,0,7,0,0,0,2,0,0,22
2009-04,CAMPECHE,04,0,0,0,22,0,7,1,0,0,8,2,0,1,3,0,0,0,1,1,2,12
2009-04,COAHUILA,05,0,0,0,5,0,14,21,0,1,12,1,0,6,17,0,1,0,1,1,1,20
2009-04,COLIMA,06,0,0,1,8,1,70,4,0,1,2,2,0,6,8,0,0,0,6,0,3,4
2009-04,CHIAPAS,07,0,0,0,11,0,28,10,0,4,15,11,3,10,27,8,3,0,4,4,0,17
2009-04,CHIHUAHUA,08,3,2,1,4,0,70,69,6,15,60,0,1,27,74,5,4,4,2,2,0,89
2009-04,DISTRITO FEDERAL,09,0,2,2,16,0,312,537,106,30,305,6,17,55,113,4,20,14,54,44,28,370
2009-04,DURANGO,10,1,2,0,4,0,13,16,2,2,9,0,0,2,37,2,1,2,2,2,1,25
2009-04,GUANAJUATO,11,4,0,0,12,1,856,22,7,2,13,0,1,1,59,0,6,0,4,3,1,24
2009-04,GUERRERO,12,0,2,0,22,0,60,4,0,6,7,9,0,4,62,0,4,1,2,13,6,5
2009-04,HIDALGO,13,0,0,0,7,0,11,6,1,8,70,3,0,1,23,0,7,0,9,2,3,31
2009-04,JALISCO,14,1,2,3,76,3,987,169,16,8,74,5,11,5,132,1,7,2,12,12,1,60
2009-04,MêXICO,15,0,0,0,18,2,171,8,9,9,115,5,9,13,93,0,8,6,25,9,16,83
2009-04,MICHOACµN,16,3,1,3,5,0,31,26,0,2,10,6,0,4,103,0,2,0,1,6,2,36
2009-04,MORELOS,17,0,0,0,9,0,47,0,0,2,5,4,1,2,28,1,5,1,1,0,1,13
2009-04,NAYARIT,18,0,0,0,12,1,22,19,1,3,2,4,0,4,17,0,3,1,2,1,0,12
2009-04,NUEVO LE‡N,19,0,0,0,0,0,148,2,3,2,28,0,1,1,21,0,4,0,7,2,4,23
2009-04,OAXACA,20,0,5,1,2,0,14,37,0,1,9,4,0,14,74,4,7,1,5,1,2,29
2009-04,PUEBLA,21,0,0,0,10,0,28,2,4,4,19,4,3,2,32,3,4,1,5,3,5,37
2009-04,QUERêTARO,22,0,0,0,6,1,45,3,0,0,16,0,1,2,17,0,1,0,4,1,0,20
2009-04,QUINTANA ROO,23,0,1,4,3,0,33,9,0,0,15,4,1,0,9,0,1,0,1,1,3,30
2009-04,SAN LUIS POTOS÷,24,0,3,0,6,0,16,3,4,9,6,0,0,7,23,0,1,0,5,0,1,5
2009-04,SINALOA,25,1,0,0,17,2,193,106,1,4,16,4,4,11,75,0,7,1,9,10,1,20
2009-04,SONORA,26,2,6,1,17,0,211,75,2,18,51,1,0,6,74,28,6,0,4,3,5,54
2009-04,TABASCO,27,0,0,0,10,1,12,0,0,1,3,1,0,1,8,1,2,0,0,1,3,34
2009-04,TAMAULIPAS,28,0,0,0,105,0,96,3,3,18,28,3,0,7,55,4,5,0,1,3,2,59
2009-04,TLAXCALA,29,0,0,0,1,0,11,0,0,3,10,2,1,0,15,0,4,0,4,0,2,11
2009-04,VERACRUZ,30,0,2,0,18,0,50,3,0,15,57,8,3,11,47,4,13,0,10,4,4,45
2009-04,YUCATµN,31,0,0,0,0,0,29,3,4,0,10,1,3,10,6,0,2,0,2,1,0,7
2009-04,ZACATECAS,32,0,0,0,6,0,4,7,0,1,6,0,0,0,14,0,0,0,0,2,4,6
2009-05,AGUASCALIENTES,01,0,0,0,0,0,29,2,0,1,1,0,0,0,8,0,3,0,0,2,1,11
2009-05,BAJA CALIFORNIA,02,0,3,0,47,0,663,16,5,21,101,3,1,7,100,33,1,2,1,3,5,72
2009-05,BAJA CALIFORNIA SUR,03,0,0,0,4,0,59,7,0,2,17,5,3,1,7,0,2,0,6,1,0,10
2009-05,CAMPECHE,04,0,0,0,10,0,10,2,0,1,7,2,0,1,5,0,0,0,0,1,0,6
2009-05,COAHUILA,05,0,0,0,1,0,12,17,0,5,12,0,0,0,19,0,4,2,2,2,3,34
2009-05,COLIMA,06,0,0,0,3,0,67,4,0,0,3,0,3,0,5,0,1,0,1,0,2,11
2009-05,CHIAPAS,07,0,0,0,12,0,39,10,1,8,15,10,0,7,37,14,3,1,2,2,1,19
2009-05,CHIHUAHUA,08,1,4,0,4,0,92,52,1,6,42,6,0,16,102,4,6,8,0,0,3,56
2009-05,DISTRITO FEDERAL,09,0,0,0,14,0,142,399,141,25,292,0,11,48,106,4,11,10,39,19,45,215
2009-05,DURANGO,10,0,1,0,4,0,18,11,0,2,10,0,0,1,36,0,1,2,1,0,6,28
2009-05,GUANAJUATO,11,13,1,0,12,0,640,41,20,4,43,1,8,2,74,3,13,0,7,9,7,31
2009-05,GUERRERO,12,0,2,0,18,0,50,7,0,2,5,7,0,4,99,0,0,0,1,11,5,7
2009-05,HIDALGO,13,0,0,0,13,0,6,6,0,6,20,1,1,1,28,0,7,0,3,1,1,25
2009-05,JALISCO,14,4,1,0,61,3,891,99,9,8,58,3,14,5,105,1,4,3,10,4,15,62
2009-05,MêXICO,15,0,0,0,17,1,132,16,9,8,218,6,4,10,116,1,20,0,19,9,25,121
2009-05,MICHOACµN,16,0,0,10,3,0,18,40,1,0,6,7,8,5,77,1,3,0,6,2,5,24
2009-05,MORELOS,17,0,0,0,9,0,41,4,1,5,4,2,0,1,37,0,5,0,13,5,1,13
2009-05,NAYARIT,18,1,1,0,19,0,25,13,0,1,6,0,0,2,15,0,2,0,3,2,0,14
2009-05,NUEVO LE‡N,19,0,0,0,0,0,131,1,0,2,22,1,3,1,30,0,2,0,7,3,3,24
2009-05,OAXACA,20,0,0,1,8,0,27,15,1,0,9,6,1,7,74,5,19,0,7,1,3,38
2009-05,PUEBLA,21,0,1,0,7,0,41,3,3,0,24,8,3,4,30,0,0,1,7,0,16,25
2009-05,QUERêTARO,22,0,0,0,7,1,42,2,2,2,6,0,1,0,25,1,2,0,2,0,0,14
2009-05,QUINTANA ROO,23,0,0,1,4,0,48,24,0,3,6,3,0,1,13,2,2,0,2,2,4,24
2009-05,SAN LUIS POTOS÷,24,0,5,0,1,0,13,1,0,3,15,3,0,1,32,0,4,1,3,1,1,8
2009-05,SINALOA,25,1,7,0,13,1,217,78,2,7,17,6,2,4,72,0,4,0,2,4,2,15
2009-05,SONORA,26,1,18,0,19,0,253,52,2,24,44,0,1,3,73,29,3,0,3,5,13,45
2009-05,TABASCO,27,0,0,0,13,0,7,0,1,2,4,7,0,0,7,3,0,0,1,2,2,15
2009-05,TAMAULIPAS,28,0,0,0,55,0,119,1,0,13,25,0,0,13,52,6,2,0,2,5,14,31
2009-05,TLAXCALA,29,0,0,0,2,0,9,0,0,5,3,3,0,0,13,0,0,0,0,2,1,19
2009-05,VERACRUZ,30,0,2,0,23,0,47,8,1,16,32,14,1,13,52,6,6,0,4,2,7,27
2009-05,YUCATµN,31,0,0,0,0,0,39,1,0,1,6,0,1,1,6,2,0,0,0,0,5,4
2009-05,ZACATECAS,32,0,0,0,0,1,5,6,0,0,7,0,0,2,11,0,2,0,0,3,4,10
2009-06,AGUASCALIENTES,01,0,0,0,0,0,29,2,0,0,0,1,0,1,12,0,2,0,0,0,3,12
2009-06,BAJA CALIFORNIA,02,0,0,0,63,0,747,33,1,21,153,0,6,4,109,47,2,0,10,6,3,71
2009-06,BAJA CALIFORNIA SUR,03,0,1,0,5,0,70,17,0,3,8,4,0,1,7,0,0,0,4,0,2,9
2009-06,CAMPECHE,04,1,0,0,4,0,15,2,0,1,9,7,2,0,10,0,1,0,2,0,5,9
2009-06,COAHUILA,05,0,0,0,4,0,14,27,1,10,26,0,0,0,21,0,5,2,2,0,1,36
2009-06,COLIMA,06,0,0,0,10,2,68,9,0,1,2,5,4,1,8,0,0,0,0,0,1,10
2009-06,CHIAPAS,07,1,0,0,14,0,38,30,0,13,22,3,0,8,31,9,3,0,2,3,14,12
2009-06,CHIHUAHUA,08,1,7,0,4,0,97,34,0,15,70,2,1,16,93,1,11,6,2,1,2,47
2009-06,DISTRITO FEDERAL,09,0,0,1,5,0,370,469,154,30,349,5,16,65,142,3,9,13,93,36,22,320
2009-06,DURANGO,10,0,3,4,5,1,23,24,0,3,8,3,1,5,46,1,3,0,4,4,9,30
2009-06,GUANAJUATO,11,1,0,0,23,1,637,28,15,4,39,0,0,0,54,0,7,1,5,4,3,24
2009-06,GUERRERO,12,0,2,0,21,0,44,3,1,0,17,3,3,3,80,1,3,0,2,8,12,27
2009-06,HIDALGO,13,0,0,0,16,0,12,8,0,10,51,3,0,1,36,2,3,0,15,0,6,52
2009-06,JALISCO,14,1,3,1,61,0,870,123,18,13,79,7,8,10,130,1,9,1,16,1,24,80
2009-06,MêXICO,15,1,0,0,11,2,183,21,21,7,153,5,14,10,79,0,23,3,12,4,22,104
2009-06,MICHOACµN,16,2,0,5,3,0,28,27,0,1,17,8,4,1,86,0,2,1,2,5,7,27
2009-06,MORELOS,17,0,1,0,2,0,52,1,0,3,6,7,3,1,38,0,5,0,12,1,1,16
